"strategy","phase_1_vaccine_transmission_reduction","phase_2_3_vaccine_transmission_reduction","vaccine_uptake","relax_strategies","unmitigated_reproduction_rate","effect","change_in_HALYs","type"
"Tight Suppression",90,50,90,0,3.125,"COVID-19",-31.37,"Morbidity"
"Tight Suppression",90,50,90,0,3.75,"COVID-19",-61.13,"Morbidity"
"Tight Suppression",90,50,90,1,2.5,"COVID-19",-5.45,"Morbidity"
"Tight Suppression",90,50,90,1,3.125,"COVID-19",-50.34,"Morbidity"
"Tight Suppression",90,50,90,1,3.75,"COVID-19",-170.61,"Morbidity"
"Tight Suppression",90,75,90,0,2.5,"COVID-19",-4.74,"Morbidity"
"Tight Suppression",90,75,90,0,3.125,"COVID-19",-26.74,"Morbidity"
"Tight Suppression",90,75,90,0,3.75,"COVID-19",-50.35,"Morbidity"
"Tight Suppression",90,75,90,1,2.5,"COVID-19",-4.74,"Morbidity"
"Tight Suppression",90,75,90,1,3.125,"COVID-19",-35.88,"Morbidity"
"Tight Suppression",90,75,90,1,3.75,"COVID-19",-85.74,"Morbidity"
"Tight Suppression",90,90,90,0,2.5,"COVID-19",-4.34,"Morbidity"
"Tight Suppression",90,90,90,0,3.125,"COVID-19",-24.13,"Morbidity"
"Tight Suppression",90,90,90,0,3.75,"COVID-19",-45.59,"Morbidity"
"Tight Suppression",90,90,90,1,2.5,"COVID-19",-4.34,"Morbidity"
"Tight Suppression",90,90,90,1,3.125,"COVID-19",-30.71,"Morbidity"
"Tight Suppression",90,90,90,1,3.75,"COVID-19",-65.3,"Morbidity"
"Tight Suppression",50,50,60,0,2.5,"COVID-19",-35.57,"Mortality"
"Tight Suppression",50,50,60,0,3.125,"COVID-19",-130.99,"Mortality"
"Tight Suppression",50,50,60,0,3.75,"COVID-19",-179.25,"Mortality"
"Tight Suppression",50,50,60,1,2.5,"COVID-19",-56.92,"Mortality"
"Tight Suppression",50,50,60,1,3.125,"COVID-19",-440.11,"Mortality"
"Tight Suppression",50,50,60,1,3.75,"COVID-19",-585.96,"Mortality"
"Tight Suppression",50,75,60,0,2.5,"COVID-19",-26.43,"Mortality"
"Tight Suppression",50,75,60,0,3.125,"COVID-19",-115.14,"Mortality"
"Tight Suppression",50,75,60,0,3.75,"COVID-19",-168.61,"Mortality"
"Tight Suppression",50,75,60,1,2.5,"COVID-19",-35.42,"Mortality"
"Tight Suppression",50,75,60,1,3.125,"COVID-19",-271.11,"Mortality"
"Tight Suppression",50,75,60,1,3.75,"COVID-19",-501.75,"Mortality"
"Tight Suppression",50,90,60,0,2.5,"COVID-19",-23.62,"Mortality"
"Tight Suppression",50,90,60,0,3.125,"COVID-19",-98.48,"Mortality"
"Tight Suppression",50,90,60,0,3.75,"COVID-19",-155.83,"Mortality"
"Tight Suppression",50,90,60,1,2.5,"COVID-19",-26.59,"Mortality"
"Tight Suppression",50,90,60,1,3.125,"COVID-19",-219.72,"Mortality"
"Tight Suppression",50,90,60,1,3.75,"COVID-19",-428.55,"Mortality"
"Tight Suppression",75,50,60,0,2.5,"COVID-19",-26.34,"Mortality"
"Tight Suppression",75,50,60,0,3.125,"COVID-19",-115.97,"Mortality"
"Tight Suppression",75,50,60,0,3.75,"COVID-19",-170.09,"Mortality"
"Tight Suppression",75,50,60,1,2.5,"COVID-19",-31.34,"Mortality"
"Tight Suppression",75,50,60,1,3.125,"COVID-19",-331.83,"Mortality"
"Tight Suppression",75,50,60,1,3.75,"COVID-19",-538.04,"Mortality"
"Tight Suppression",75,75,60,0,2.5,"COVID-19",-21.1,"Mortality"
"Tight Suppression",75,75,60,0,3.125,"COVID-19",-94.56,"Mortality"
"Tight Suppression",75,75,60,0,3.75,"COVID-19",-159.86,"Mortality"
"Tight Suppression",75,75,60,1,2.5,"COVID-19",-23.67,"Mortality"
"Tight Suppression",75,75,60,1,3.125,"COVID-19",-235.98,"Mortality"
"Tight Suppression",75,75,60,1,3.75,"COVID-19",-443.67,"Mortality"
"Tight Suppression",75,90,60,0,2.5,"COVID-19",-18.63,"Mortality"
"Tight Suppression",75,90,60,0,3.125,"COVID-19",-85.64,"Mortality"
"Tight Suppression",75,90,60,0,3.75,"COVID-19",-143.12,"Mortality"
"Tight Suppression",75,90,60,1,2.5,"COVID-19",-21.12,"Mortality"
"Tight Suppression",75,90,60,1,3.125,"COVID-19",-173.44,"Mortality"
"Tight Suppression",75,90,60,1,3.75,"COVID-19",-359.34,"Mortality"
"Tight Suppression",90,50,60,0,2.5,"COVID-19",-18.23,"Mortality"
"Tight Suppression",90,50,60,0,3.125,"COVID-19",-100.96,"Mortality"
"Tight Suppression",90,50,60,0,3.75,"COVID-19",-167.27,"Mortality"
"Tight Suppression",90,50,60,1,2.5,"COVID-19",-19.67,"Mortality"
"Tight Suppression",90,50,60,1,3.125,"COVID-19",-283.56,"Mortality"
"Tight Suppression",90,50,60,1,3.75,"COVID-19",-518.16,"Mortality"
"Tight Suppression",90,75,60,0,2.5,"COVID-19",-16.43,"Mortality"
"Tight Suppression",90,75,60,0,3.125,"COVID-19",-85.72,"Mortality"
"Tight Suppression",90,75,60,0,3.75,"COVID-19",-152.28,"Mortality"
"Tight Suppression",90,75,60,1,2.5,"COVID-19",-17.29,"Mortality"
"Tight Suppression",90,75,60,1,3.125,"COVID-19",-179.2,"Mortality"
"Tight Suppression",90,75,60,1,3.75,"COVID-19",-415.21,"Mortality"
"Tight Suppression",90,90,60,0,2.5,"COVID-19",-15.02,"Mortality"
"Tight Suppression",90,90,60,0,3.125,"COVID-19",-76,"Mortality"
"Tight Suppression",90,90,60,0,3.75,"COVID-19",-136.69,"Mortality"
"Tight Suppression",90,90,60,1,2.5,"COVID-19",-15.67,"Mortality"
"Tight Suppression",90,90,60,1,3.125,"COVID-19",-139.3,"Mortality"
"Tight Suppression",90,90,60,1,3.75,"COVID-19",-307.11,"Mortality"
"Tight Suppression",50,50,75,0,2.5,"COVID-19",-22.61,"Mortality"
"Tight Suppression",50,50,75,0,3.125,"COVID-19",-98.49,"Mortality"
"Tight Suppression",50,50,75,0,3.75,"COVID-19",-146.6,"Mortality"
"Tight Suppression",50,50,75,1,2.5,"COVID-19",-32.05,"Mortality"
"Tight Suppression",50,50,75,1,3.125,"COVID-19",-266.82,"Mortality"
"Tight Suppression",50,50,75,1,3.75,"COVID-19",-430.59,"Mortality"
"Tight Suppression",50,75,75,0,2.5,"COVID-19",-18.22,"Mortality"
"Tight Suppression",50,75,75,0,3.125,"COVID-19",-82.22,"Mortality"
"Tight Suppression",50,75,75,0,3.75,"COVID-19",-134.25,"Mortality"
"Tight Suppression",50,75,75,1,2.5,"COVID-19",-20.3,"Mortality"
"Tight Suppression",50,75,75,1,3.125,"COVID-19",-169.75,"Mortality"
"Tight Suppression",50,75,75,1,3.75,"COVID-19",-344.39,"Mortality"
"Tight Suppression",50,90,75,0,2.5,"COVID-19",-16.14,"Mortality"
"Tight Suppression",50,90,75,0,3.125,"COVID-19",-74.19,"Mortality"
"Tight Suppression",50,90,75,0,3.75,"COVID-19",-121.07,"Mortality"
"Tight Suppression",50,90,75,1,2.5,"COVID-19",-18.99,"Mortality"
"Tight Suppression",50,90,75,1,3.125,"COVID-19",-139.01,"Mortality"
"Tight Suppression",50,90,75,1,3.75,"COVID-19",-278.94,"Mortality"
"Tight Suppression",75,50,75,0,2.5,"COVID-19",-16.51,"Mortality"
"Tight Suppression",75,50,75,0,3.125,"COVID-19",-81.76,"Mortality"
"Tight Suppression",75,50,75,0,3.75,"COVID-19",-140.76,"Mortality"
"Tight Suppression",75,50,75,1,2.5,"COVID-19",-18.25,"Mortality"
"Tight Suppression",75,50,75,1,3.125,"COVID-19",-197.02,"Mortality"
"Tight Suppression",75,50,75,1,3.75,"COVID-19",-380.02,"Mortality"
"Tight Suppression",75,75,75,0,2.5,"COVID-19",-13.63,"Mortality"
"Tight Suppression",75,75,75,0,3.125,"COVID-19",-68.62,"Mortality"
"Tight Suppression",75,75,75,0,3.75,"COVID-19",-125.51,"Mortality"
"Tight Suppression",75,75,75,1,2.5,"COVID-19",-14.53,"Mortality"
"Tight Suppression",75,75,75,1,3.125,"COVID-19",-119.49,"Mortality"
"Tight Suppression",75,75,75,1,3.75,"COVID-19",-299.17,"Mortality"
"Tight Suppression",75,90,75,0,2.5,"COVID-19",-12.51,"Mortality"
"Tight Suppression",75,90,75,0,3.125,"COVID-19",-63.07,"Mortality"
"Tight Suppression",75,90,75,0,3.75,"COVID-19",-108.33,"Mortality"
"Tight Suppression",75,90,75,1,2.5,"COVID-19",-13.29,"Mortality"
"Tight Suppression",75,90,75,1,3.125,"COVID-19",-103.76,"Mortality"
"Tight Suppression",75,90,75,1,3.75,"COVID-19",-200.1,"Mortality"
"Tight Suppression",90,50,75,0,2.5,"COVID-19",-12.01,"Mortality"
"Tight Suppression",90,50,75,0,3.125,"COVID-19",-69.45,"Mortality"
"Tight Suppression",90,50,75,0,3.75,"COVID-19",-128.23,"Mortality"
"Tight Suppression",90,50,75,1,2.5,"COVID-19",-12.34,"Mortality"
"Tight Suppression",90,50,75,1,3.125,"COVID-19",-145.67,"Mortality"
"Tight Suppression",90,50,75,1,3.75,"COVID-19",-342.05,"Mortality"
"Tight Suppression",90,75,75,0,2.5,"COVID-19",-10.61,"Mortality"
"Tight Suppression",90,75,75,0,3.125,"COVID-19",-60.38,"Mortality"
"Tight Suppression",90,75,75,0,3.75,"COVID-19",-109.7,"Mortality"
"Tight Suppression",90,75,75,1,2.5,"COVID-19",-10.74,"Mortality"
"Tight Suppression",90,75,75,1,3.125,"COVID-19",-92.08,"Mortality"
"Tight Suppression",90,75,75,1,3.75,"COVID-19",-227.5,"Mortality"
"Tight Suppression",90,90,75,0,2.5,"COVID-19",-9.89,"Mortality"
"Tight Suppression",90,90,75,0,3.125,"COVID-19",-54.99,"Mortality"
"Tight Suppression",90,90,75,0,3.75,"COVID-19",-100.43,"Mortality"
"Tight Suppression",90,90,75,1,2.5,"COVID-19",-9.77,"Mortality"
"Tight Suppression",90,90,75,1,3.125,"COVID-19",-79.72,"Mortality"
"Tight Suppression",90,90,75,1,3.75,"COVID-19",-159.64,"Mortality"
"Tight Suppression",50,50,90,0,2.5,"COVID-19",-15.8,"Mortality"
"Tight Suppression",50,50,90,0,3.125,"COVID-19",-72.29,"Mortality"
"Tight Suppression",50,50,90,0,3.75,"COVID-19",-118.38,"Mortality"
"Tight Suppression",50,50,90,1,2.5,"COVID-19",-18.65,"Mortality"
"Tight Suppression",50,50,90,1,3.125,"COVID-19",-166.64,"Mortality"
"Tight Suppression",50,50,90,1,3.75,"COVID-19",-305.7,"Mortality"
"Tight Suppression",50,75,90,0,2.5,"COVID-19",-13.56,"Mortality"
"Tight Suppression",50,75,90,0,3.125,"COVID-19",-60.81,"Mortality"
"Tight Suppression",50,75,90,0,3.75,"COVID-19",-105.38,"Mortality"
"Tight Suppression",50,75,90,1,2.5,"COVID-19",-14.6,"Mortality"
"Tight Suppression",50,75,90,1,3.125,"COVID-19",-102.96,"Mortality"
"Tight Suppression",50,75,90,1,3.75,"COVID-19",-220.98,"Mortality"
"Tight Suppression",50,90,90,0,2.5,"COVID-19",-11.72,"Mortality"
"Tight Suppression",50,90,90,0,3.125,"COVID-19",-55.87,"Mortality"
"Tight Suppression",50,90,90,0,3.75,"COVID-19",-94.66,"Mortality"
"Tight Suppression",50,90,90,1,2.5,"COVID-19",-13.04,"Mortality"
"Tight Suppression",50,90,90,1,3.125,"COVID-19",-85.44,"Mortality"
"Tight Suppression",50,90,90,1,3.75,"COVID-19",-165.57,"Mortality"
"Tight Suppression",75,50,90,0,2.5,"COVID-19",-10.89,"Mortality"
"Tight Suppression",75,50,90,0,3.125,"COVID-19",-57.55,"Mortality"
"Tight Suppression",75,50,90,0,3.75,"COVID-19",-106.89,"Mortality"
"Tight Suppression",75,50,90,1,2.5,"COVID-19",-10.92,"Mortality"
"Tight Suppression",75,50,90,1,3.125,"COVID-19",-114.17,"Mortality"
"Tight Suppression",75,50,90,1,3.75,"COVID-19",-257.68,"Mortality"
"Tight Suppression",75,75,90,0,2.5,"COVID-19",-9.42,"Mortality"
"Tight Suppression",75,75,90,0,3.125,"COVID-19",-50.59,"Mortality"
"Tight Suppression",75,75,90,0,3.75,"COVID-19",-90.66,"Mortality"
"Tight Suppression",75,75,90,1,2.5,"COVID-19",-9.5,"Mortality"
"Tight Suppression",75,75,90,1,3.125,"COVID-19",-77,"Mortality"
"Tight Suppression",75,75,90,1,3.75,"COVID-19",-156.36,"Mortality"
"Tight Suppression",75,90,90,0,2.5,"COVID-19",-8.97,"Mortality"
"Tight Suppression",75,90,90,0,3.125,"COVID-19",-47.67,"Mortality"
"Tight Suppression",75,90,90,0,3.75,"COVID-19",-84.35,"Mortality"
"Tight Suppression",75,90,90,1,2.5,"COVID-19",-8.9,"Mortality"
"Tight Suppression",75,90,90,1,3.125,"COVID-19",-65.81,"Mortality"
"Tight Suppression",75,90,90,1,3.75,"COVID-19",-117.15,"Mortality"
"Tight Suppression",90,50,90,0,2.5,"COVID-19",-8.21,"Mortality"
"Tight Suppression",90,50,90,0,3.125,"COVID-19",-44.03,"Mortality"
"Tight Suppression",90,50,90,0,3.75,"COVID-19",-93.49,"Mortality"
"Tight Suppression",90,50,90,1,2.5,"COVID-19",-8.21,"Mortality"
"Tight Suppression",90,50,90,1,3.125,"COVID-19",-62.96,"Mortality"
"Tight Suppression",90,50,90,1,3.75,"COVID-19",-199.07,"Mortality"
"Tight Suppression",90,75,90,0,2.5,"COVID-19",-7.6,"Mortality"
"Tight Suppression",90,75,90,0,3.125,"COVID-19",-39.35,"Mortality"
"Tight Suppression",90,75,90,0,3.75,"COVID-19",-83.79,"Mortality"
"Tight Suppression",90,75,90,1,2.5,"COVID-19",-7.6,"Mortality"
"Tight Suppression",90,75,90,1,3.125,"COVID-19",-49.84,"Mortality"
"Tight Suppression",90,75,90,1,3.75,"COVID-19",-120.48,"Mortality"
"Tight Suppression",90,90,90,0,2.5,"COVID-19",-7.23,"Mortality"
"Tight Suppression",90,90,90,0,3.125,"COVID-19",-37.17,"Mortality"
"Tight Suppression",90,90,90,0,3.75,"COVID-19",-79.14,"Mortality"
"Tight Suppression",90,90,90,1,2.5,"COVID-19",-7.23,"Mortality"
"Tight Suppression",90,90,90,1,3.125,"COVID-19",-44.78,"Mortality"
"Tight Suppression",90,90,90,1,3.75,"COVID-19",-102.5,"Mortality"
"Loose Suppression",50,50,60,0,2.5,"COVID-19",-35.17,"Morbidity"
"Loose Suppression",50,50,60,0,3.125,"COVID-19",-348.21,"Morbidity"
"Loose Suppression",50,50,60,0,3.75,"COVID-19",-484.17,"Morbidity"
"Loose Suppression",50,50,60,1,2.5,"COVID-19",-72.92,"Morbidity"
"Loose Suppression",50,50,60,1,3.125,"COVID-19",-1287.81,"Morbidity"
"Loose Suppression",50,50,60,1,3.75,"COVID-19",-1726.01,"Morbidity"
"Loose Suppression",50,75,60,0,2.5,"COVID-19",-26.34,"Morbidity"
"Loose Suppression",50,75,60,0,3.125,"COVID-19",-286.63,"Morbidity"
"Loose Suppression",50,75,60,0,3.75,"COVID-19",-443.44,"Morbidity"
"Loose Suppression",50,75,60,1,2.5,"COVID-19",-38.71,"Morbidity"
"Loose Suppression",50,75,60,1,3.125,"COVID-19",-864.08,"Morbidity"
"Loose Suppression",50,75,60,1,3.75,"COVID-19",-1520.79,"Morbidity"
"Loose Suppression",50,90,60,0,2.5,"COVID-19",-16.55,"Morbidity"
"Loose Suppression",50,90,60,0,3.125,"COVID-19",-248.41,"Morbidity"
"Loose Suppression",50,90,60,0,3.75,"COVID-19",-395.52,"Morbidity"
"Loose Suppression",50,90,60,1,2.5,"COVID-19",-21.38,"Morbidity"
"Loose Suppression",50,90,60,1,3.125,"COVID-19",-616.52,"Morbidity"
"Loose Suppression",50,90,60,1,3.75,"COVID-19",-1364.52,"Morbidity"
"Loose Suppression",75,50,60,0,2.5,"COVID-19",-22.57,"Morbidity"
"Loose Suppression",75,50,60,0,3.125,"COVID-19",-285.05,"Morbidity"
"Loose Suppression",75,50,60,0,3.75,"COVID-19",-457.73,"Morbidity"
"Loose Suppression",75,50,60,1,2.5,"COVID-19",-34.79,"Morbidity"
"Loose Suppression",75,50,60,1,3.125,"COVID-19",-1057,"Morbidity"
"Loose Suppression",75,50,60,1,3.75,"COVID-19",-1721.31,"Morbidity"
"Loose Suppression",75,75,60,0,2.5,"COVID-19",-14.34,"Morbidity"
"Loose Suppression",75,75,60,0,3.125,"COVID-19",-225.28,"Morbidity"
"Loose Suppression",75,75,60,0,3.75,"COVID-19",-406.36,"Morbidity"
"Loose Suppression",75,75,60,1,2.5,"COVID-19",-15.24,"Morbidity"
"Loose Suppression",75,75,60,1,3.125,"COVID-19",-696.6,"Morbidity"
"Loose Suppression",75,75,60,1,3.75,"COVID-19",-1440.09,"Morbidity"
"Loose Suppression",75,90,60,0,2.5,"COVID-19",-12.85,"Morbidity"
"Loose Suppression",75,90,60,0,3.125,"COVID-19",-199.69,"Morbidity"
"Loose Suppression",75,90,60,0,3.75,"COVID-19",-355.41,"Morbidity"
"Loose Suppression",75,90,60,1,2.5,"COVID-19",-14.23,"Morbidity"
"Loose Suppression",75,90,60,1,3.125,"COVID-19",-559.22,"Morbidity"
"Loose Suppression",75,90,60,1,3.75,"COVID-19",-1134.81,"Morbidity"
"Loose Suppression",90,50,60,0,2.5,"COVID-19",-11.55,"Morbidity"
"Loose Suppression",90,50,60,0,3.125,"COVID-19",-244.9,"Morbidity"
"Loose Suppression",90,50,60,0,3.75,"COVID-19",-430.44,"Morbidity"
"Loose Suppression",90,50,60,1,2.5,"COVID-19",-12.68,"Morbidity"
"Loose Suppression",90,50,60,1,3.125,"COVID-19",-966.71,"Morbidity"
"Loose Suppression",90,50,60,1,3.75,"COVID-19",-1592.49,"Morbidity"
"Loose Suppression",90,75,60,0,2.5,"COVID-19",-9.95,"Morbidity"
"Loose Suppression",90,75,60,0,3.125,"COVID-19",-194.43,"Morbidity"
"Loose Suppression",90,75,60,0,3.75,"COVID-19",-361.74,"Morbidity"
"Loose Suppression",90,75,60,1,2.5,"COVID-19",-10.38,"Morbidity"
"Loose Suppression",90,75,60,1,3.125,"COVID-19",-580.58,"Morbidity"
"Loose Suppression",90,75,60,1,3.75,"COVID-19",-1299.62,"Morbidity"
"Loose Suppression",90,90,60,0,2.5,"COVID-19",-9.04,"Morbidity"
"Loose Suppression",90,90,60,0,3.125,"COVID-19",-166.84,"Morbidity"
"Loose Suppression",90,90,60,0,3.75,"COVID-19",-314.11,"Morbidity"
"Loose Suppression",90,90,60,1,2.5,"COVID-19",-10.89,"Morbidity"
"Loose Suppression",90,90,60,1,3.125,"COVID-19",-452.09,"Morbidity"
"Loose Suppression",90,90,60,1,3.75,"COVID-19",-932.4,"Morbidity"
"Loose Suppression",50,50,75,0,2.5,"COVID-19",-27.46,"Morbidity"
"Loose Suppression",50,50,75,0,3.125,"COVID-19",-285.29,"Morbidity"
"Loose Suppression",50,50,75,0,3.75,"COVID-19",-451.85,"Morbidity"
"Loose Suppression",50,50,75,1,2.5,"COVID-19",-42.23,"Morbidity"
"Loose Suppression",50,50,75,1,3.125,"COVID-19",-1023.48,"Morbidity"
"Loose Suppression",50,50,75,1,3.75,"COVID-19",-1603.76,"Morbidity"
"Loose Suppression",50,75,75,0,2.5,"COVID-19",-15.47,"Morbidity"
"Loose Suppression",50,75,75,0,3.125,"COVID-19",-225.37,"Morbidity"
"Loose Suppression",50,75,75,0,3.75,"COVID-19",-405.86,"Morbidity"
"Loose Suppression",50,75,75,1,2.5,"COVID-19",-17.77,"Morbidity"
"Loose Suppression",50,75,75,1,3.125,"COVID-19",-579,"Morbidity"
"Loose Suppression",50,75,75,1,3.75,"COVID-19",-1281.63,"Morbidity"
"Loose Suppression",50,90,75,0,2.5,"COVID-19",-12,"Morbidity"
"Loose Suppression",50,90,75,0,3.125,"COVID-19",-197.89,"Morbidity"
"Loose Suppression",50,90,75,0,3.75,"COVID-19",-334.23,"Morbidity"
"Loose Suppression",50,90,75,1,2.5,"COVID-19",-12.72,"Morbidity"
"Loose Suppression",50,90,75,1,3.125,"COVID-19",-455.26,"Morbidity"
"Loose Suppression",50,90,75,1,3.75,"COVID-19",-927.86,"Morbidity"
"Loose Suppression",75,50,75,0,2.5,"COVID-19",-12.35,"Morbidity"
"Loose Suppression",75,50,75,0,3.125,"COVID-19",-230.01,"Morbidity"
"Loose Suppression",75,50,75,0,3.75,"COVID-19",-418.23,"Morbidity"
"Loose Suppression",75,50,75,1,2.5,"COVID-19",-13.02,"Morbidity"
"Loose Suppression",75,50,75,1,3.125,"COVID-19",-824.47,"Morbidity"
"Loose Suppression",75,50,75,1,3.75,"COVID-19",-1449.45,"Morbidity"
"Loose Suppression",75,75,75,0,2.5,"COVID-19",-9.05,"Morbidity"
"Loose Suppression",75,75,75,0,3.125,"COVID-19",-183.43,"Morbidity"
"Loose Suppression",75,75,75,0,3.75,"COVID-19",-331.35,"Morbidity"
"Loose Suppression",75,75,75,1,2.5,"COVID-19",-9.05,"Morbidity"
"Loose Suppression",75,75,75,1,3.125,"COVID-19",-499.5,"Morbidity"
"Loose Suppression",75,75,75,1,3.75,"COVID-19",-1036.29,"Morbidity"
"Loose Suppression",75,90,75,0,2.5,"COVID-19",-7.66,"Morbidity"
"Loose Suppression",75,90,75,0,3.125,"COVID-19",-155.09,"Morbidity"
"Loose Suppression",75,90,75,0,3.75,"COVID-19",-283.57,"Morbidity"
"Loose Suppression",75,90,75,1,2.5,"COVID-19",-7.66,"Morbidity"
"Loose Suppression",75,90,75,1,3.125,"COVID-19",-340.24,"Morbidity"
"Loose Suppression",75,90,75,1,3.75,"COVID-19",-661.65,"Morbidity"
"Loose Suppression",90,50,75,0,2.5,"COVID-19",-7.42,"Morbidity"
"Loose Suppression",90,50,75,0,3.125,"COVID-19",-179.1,"Morbidity"
"Loose Suppression",90,50,75,0,3.75,"COVID-19",-378.22,"Morbidity"
"Loose Suppression",90,50,75,1,2.5,"COVID-19",-7.42,"Morbidity"
"Loose Suppression",90,50,75,1,3.125,"COVID-19",-586.73,"Morbidity"
"Loose Suppression",90,50,75,1,3.75,"COVID-19",-1328.34,"Morbidity"
"Loose Suppression",90,75,75,0,2.5,"COVID-19",-6.38,"Morbidity"
"Loose Suppression",90,75,75,0,3.125,"COVID-19",-139.89,"Morbidity"
"Loose Suppression",90,75,75,0,3.75,"COVID-19",-293.04,"Morbidity"
"Loose Suppression",90,75,75,1,2.5,"COVID-19",-6.38,"Morbidity"
"Loose Suppression",90,75,75,1,3.125,"COVID-19",-329.21,"Morbidity"
"Loose Suppression",90,75,75,1,3.75,"COVID-19",-741.15,"Morbidity"
"Loose Suppression",90,90,75,0,2.5,"COVID-19",-5.66,"Morbidity"
"Loose Suppression",90,90,75,0,3.125,"COVID-19",-113.39,"Morbidity"
"Loose Suppression",90,90,75,0,3.75,"COVID-19",-249.7,"Morbidity"
"Loose Suppression",90,90,75,1,2.5,"COVID-19",-5.66,"Morbidity"
"Loose Suppression",90,90,75,1,3.125,"COVID-19",-204.05,"Morbidity"
"Loose Suppression",90,90,75,1,3.75,"COVID-19",-498.59,"Morbidity"
"Loose Suppression",50,50,90,0,2.5,"COVID-19",-17.94,"Morbidity"
"Loose Suppression",50,50,90,0,3.125,"COVID-19",-237.57,"Morbidity"
"Loose Suppression",50,50,90,0,3.75,"COVID-19",-413.14,"Morbidity"
"Loose Suppression",50,50,90,1,2.5,"COVID-19",-23.75,"Morbidity"
"Loose Suppression",50,50,90,1,3.125,"COVID-19",-732.19,"Morbidity"
"Loose Suppression",50,50,90,1,3.75,"COVID-19",-1494.09,"Morbidity"
"Loose Suppression",50,75,90,0,2.5,"COVID-19",-11.71,"Morbidity"
"Loose Suppression",50,75,90,0,3.125,"COVID-19",-183.8,"Morbidity"
"Loose Suppression",50,75,90,0,3.75,"COVID-19",-319.41,"Morbidity"
"Loose Suppression",50,75,90,1,2.5,"COVID-19",-12.22,"Morbidity"
"Loose Suppression",50,75,90,1,3.125,"COVID-19",-451.52,"Morbidity"
"Loose Suppression",50,75,90,1,3.75,"COVID-19",-976.91,"Morbidity"
"Loose Suppression",50,90,90,0,2.5,"COVID-19",-9.63,"Morbidity"
"Loose Suppression",50,90,90,0,3.125,"COVID-19",-157.57,"Morbidity"
"Loose Suppression",50,90,90,0,3.75,"COVID-19",-264.06,"Morbidity"
"Loose Suppression",50,90,90,1,2.5,"COVID-19",-9.74,"Morbidity"
"Loose Suppression",50,90,90,1,3.125,"COVID-19",-355.64,"Morbidity"
"Loose Suppression",50,90,90,1,3.75,"COVID-19",-613.71,"Morbidity"
"Loose Suppression",75,50,90,0,2.5,"COVID-19",-7.81,"Morbidity"
"Loose Suppression",75,50,90,0,3.125,"COVID-19",-179.67,"Morbidity"
"Loose Suppression",75,50,90,0,3.75,"COVID-19",-353.01,"Morbidity"
"Loose Suppression",75,50,90,1,2.5,"COVID-19",-7.81,"Morbidity"
"Loose Suppression",75,50,90,1,3.125,"COVID-19",-515.69,"Morbidity"
"Loose Suppression",75,50,90,1,3.75,"COVID-19",-1261.38,"Morbidity"
"Loose Suppression",75,75,90,0,2.5,"COVID-19",-6.31,"Morbidity"
"Loose Suppression",75,75,90,0,3.125,"COVID-19",-135.21,"Morbidity"
"Loose Suppression",75,75,90,0,3.75,"COVID-19",-260.9,"Morbidity"
"Loose Suppression",75,75,90,1,2.5,"COVID-19",-6.31,"Morbidity"
"Loose Suppression",75,75,90,1,3.125,"COVID-19",-295.57,"Morbidity"
"Loose Suppression",75,75,90,1,3.75,"COVID-19",-654.49,"Morbidity"
"Loose Suppression",75,90,90,0,2.5,"COVID-19",-5.73,"Morbidity"
"Loose Suppression",75,90,90,0,3.125,"COVID-19",-111.28,"Morbidity"
"Loose Suppression",75,90,90,0,3.75,"COVID-19",-229.74,"Morbidity"
"Loose Suppression",75,90,90,1,2.5,"COVID-19",-5.73,"Morbidity"
"Loose Suppression",75,90,90,1,3.125,"COVID-19",-207.59,"Morbidity"
"Loose Suppression",75,90,90,1,3.75,"COVID-19",-448.99,"Morbidity"
"Loose Suppression",90,50,90,0,2.5,"COVID-19",-5.44,"Morbidity"
"Loose Suppression",90,50,90,0,3.125,"COVID-19",-110.14,"Morbidity"
"Loose Suppression",90,50,90,0,3.75,"COVID-19",-304.53,"Morbidity"
"Loose Suppression",90,50,90,1,2.5,"COVID-19",-5.44,"Morbidity"
"Loose Suppression",90,50,90,1,3.125,"COVID-19",-278.39,"Morbidity"
"Loose Suppression",90,50,90,1,3.75,"COVID-19",-886.62,"Morbidity"
"Loose Suppression",90,75,90,0,2.5,"COVID-19",-4.75,"Morbidity"
"Loose Suppression",90,75,90,0,3.125,"COVID-19",-80.9,"Morbidity"
"Loose Suppression",90,75,90,0,3.75,"COVID-19",-228.92,"Morbidity"
"Loose Suppression",90,75,90,1,2.5,"COVID-19",-4.75,"Morbidity"
"Loose Suppression",90,75,90,1,3.125,"COVID-19",-160.62,"Morbidity"
"Loose Suppression",90,75,90,1,3.75,"COVID-19",-437.79,"Morbidity"
"Loose Suppression",90,90,90,0,2.5,"COVID-19",-4.37,"Morbidity"
